id,worth in Billion USD,age,gender,Country,image,name,industry,company_name,GDP in Billions USD
2286,1.1,44.0,Male,Thailand,https://specials-images.forbesimg.com/imageserve/c0d4f1ff9a0d79b34b9afad599537fae/416x416.jpg?background=000000&cropX1=217&cropX2=539&cropY1=11&cropY2=333,Niti Osathanugrah,Finance and Investments , investments,504.99300000000005
1631,1.0,64.0,Male,Thailand,https://specials-images.forbesimg.com/imageserve/57435867a7ea4353698e1d42/416x416.jpg?background=000000&cropX1=27&cropX2=723&cropY1=24&cropY2=720,Sathien Setthasit,Food and Beverage , energy drinks,504.99300000000005
9024,16.7,78.0,Male,Indonesia,https://specials-images.forbesimg.com/imageserve/5a8121d54bbe6f2652f545f0/416x416.jpg?background=000000&cropX1=599&cropX2=2597&cropY1=15&cropY2=2015,Michael Hartono,Manufacturing ," banking, tobacco",1042.173
5854,7.0,65.0,None,Indonesia,https://specials-images.forbesimg.com/imageserve/58a36f03a7ea431f321982b3/416x416.jpg?background=000000&cropX1=132&cropX2=644&cropY1=98&cropY2=610,Sri Prakash Lohia,Manufacturing , polyester,1042.173
1867,3.5,66.0,Male,Indonesia,https://specials-images.forbesimg.com/imageserve/5a19af6da7ea432f2e7401c7/416x416.jpg?background=000000&cropX1=122&cropX2=1814&cropY1=3&cropY2=1694,Tahir,Diversified , diversified,1042.173
8744,3.0,89.0,Male,Indonesia,https://specials-images.forbesimg.com/imageserve/5a7f6e4aa7ea431690132cdc/416x416.jpg?background=000000&cropX1=1320&cropX2=3989&cropY1=0&cropY2=2667,Mochtar Riady,Diversified , diversified,1042.173
7515,2.9,74.0,Male,Indonesia,https://specials-images.forbesimg.com/imageserve/60c553cb4b74b3bcdf576301e1c1606d/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=68&cropY2=812,Prajogo Pangestu,Diversified , petrochemicals,1042.173
6791,1.5,64.0,Male,Indonesia,https://specials-images.forbesimg.com/imageserve/c0595e2f11ba258f473ee7a8b10aef0d/416x416.jpg?background=000000&cropX1=3&cropX2=520&cropY1=37&cropY2=554,Eddy Kusnadi Sariaatmadja,Media & Entertainment ," media, tech",1042.173
9155,1.1,80.0,Male,Indonesia,https://specials-images.forbesimg.com/imageserve/5a19b57ba7ea432f2e740203/416x416.jpg?background=000000&cropX1=237&cropX2=1329&cropY1=112&cropY2=1205,Soegiarto Adikoesoemo,Logistics , chemicals,1042.173
9068,16.3,75.0,Female,Chile,https://specials-images.forbesimg.com/imageserve/57e575c94bbe6f24d1f891ce/416x416.jpg?background=000000&cropX1=126&cropX2=651&cropY1=31&cropY2=556,Iris Fontbona,Metals & Mining , mining,298.231
8061,4.8,83.0,Male,Chile,https://specials-images.forbesimg.com/imageserve/6aa168e1614f8eb78442ac32eba88159/416x416.jpg?background=000000&cropX1=2&cropX2=744&cropY1=129&cropY2=872,Horst Paulmann,Fashion & Retail , retail,298.231
2045,3.2,68.0,None,Chile,https://specials-images.forbesimg.com/imageserve/cba17bfc437c409dd95d9dede2738a59/416x416.jpg?background=000000&cropX1=2&cropX2=744&cropY1=5&cropY2=748,Alvaro Saieh Bendeck,Finance and Investments , banking,298.231
2321,2.7,69.0,Male,Chile,https://specials-images.forbesimg.com/imageserve/5a67596fa7ea4316901185cf/416x416.jpg?background=000000&cropX1=1582&cropX2=3501&cropY1=204&cropY2=2122,Roberto Angelini Rossi,Diversified ," forestry, mining",298.231
7449,1.6,52.0,Male,Chile,https://specials-images.forbesimg.com/imageserve/5a7bb92da7ea43169012f349/416x416.jpg?background=000000&cropX1=10&cropX2=2368&cropY1=452&cropY2=2812,Jean Salata,Finance and Investments , finance,298.231
4466,1.0,62.0,Male,Chile,https://specials-images.forbesimg.com/imageserve/5ab944eda7ea432fbc1d2d9c/416x416.jpg?background=000000&cropX1=0&cropX2=400&cropY1=0&cropY2=400,Bernardo Matte,Manufacturing , paper,298.231
6776,15.5,,None,United Kingdom,https://specials-images.forbesimg.com/imageserve/58ee56d9a7ea437ada262e00/416x416.jpg?background=000000&cropX1=253&cropX2=1732&cropY1=64&cropY2=1543,David & Simon Reuben,Real Estate ," investments, real estate",2825.208
9817,5.8,84.0,Male,United Kingdom,https://specials-images.forbesimg.com/imageserve/5a8157144bbe6f2652f547cd/416x416.jpg?background=000000&cropX1=331&cropX2=1779&cropY1=13&cropY2=1460,David & Frederick Barclay,Diversified ," media, retail",2825.208
7410,5.6,80.0,Male,United Kingdom,https://specials-images.forbesimg.com/imageserve/5a815de8a7ea4316901342af/416x416.jpg?background=000000&cropX1=205&cropX2=1196&cropY1=10&cropY2=1001,Laurence Graff,Fashion & Retail , diamond jewelry,2825.208
9605,5.0,67.0,None,United Kingdom,https://specials-images.forbesimg.com/imageserve/5a81613e4bbe6f2652f54830/416x416.jpg?background=000000&cropX1=1081&cropX2=3606&cropY1=296&cropY2=2820,Richard Branson,Diversified , Virgin,2825.208
9520,5.0,50.0,Female,United Kingdom,https://specials-images.forbesimg.com/imageserve/5a8157de4bbe6f2652f547d0/416x416.jpg?background=000000&cropX1=244&cropX2=1268&cropY1=2&cropY2=1026,Denise Coates,Gambling & Casinos , online gambling,2825.208
4482,4.8,66.0,,United Kingdom,https://specials-images.forbesimg.com/imageserve/5a8160bc31358e4955ad3459/416x416.jpg?background=000000&cropX1=406&cropX2=1705&cropY1=0&cropY2=1299,Philip & Cristina Green,Fashion & Retail , fashion retail,2825.208
3866,4.5,85.0,Male,United Kingdom,https://specials-images.forbesimg.com/imageserve/58a0e48da7ea431f32195afa/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=216&cropY2=960,Robert Miller,Fashion & Retail , retail,2825.208
6918,3.6,53.0,None,United Kingdom,https://specials-images.forbesimg.com/imageserve/5a815eee31358e4955ad33b5/416x416.jpg?background=000000&cropX1=371&cropX2=2529&cropY1=257&cropY2=2417,Michael Ashley,Fashion & Retail , sports retailing,2825.208
1270,3.5,87.0,Male,United Kingdom,https://specials-images.forbesimg.com/imageserve/5a81552831358e4955ad3343/416x416.jpg?background=000000&cropX1=0&cropX2=4194&cropY1=0&cropY2=4192,Bernard Ecclestone,Sports , Formula One,2825.208
9547,2.5,73.0,Female,United Kingdom,https://specials-images.forbesimg.com/imageserve/5a8dfb6231358e4955adffff/416x416.jpg?background=000000&cropX1=0&cropX2=2000&cropY1=296&cropY2=2297,Maritsa Lazari,Real Estate , real estate,2825.208
2053,2.2,57.0,None,United Kingdom,https://specials-images.forbesimg.com/imageserve/59d6653f31358e542c035e9c/416x416.jpg?background=000000&cropX1=1057&cropX2=2137&cropY1=315&cropY2=1396,Mark Coombs,Finance and Investments , finance,2825.208
6072,2.2,,Male,United Kingdom,https://specials-images.forbesimg.com/imageserve/5a70f2234bbe6f2652f40dcb/416x416.jpg?background=000000&cropX1=38&cropX2=390&cropY1=0&cropY2=352,Eddie & Sol Zakay,Real Estate , Real Estate,2825.208
4180,2.0,65.0,Male,United Kingdom,https://specials-images.forbesimg.com/imageserve/56cc6b78e4b062f6b59a5137/416x416.jpg?background=000000&cropX1=134&cropX2=654&cropY1=44&cropY2=564,Hilton Schlosberg,Food and Beverage , energy drinks,2825.208
2125,1.8,50.0,Male,United Kingdom,https://specials-images.forbesimg.com/imageserve/590b52ffa7ea437ada26ed34/416x416.jpg?background=000000&cropX1=0&cropX2=1632&cropY1=77&cropY2=1710,Alex Beard,Metals & Mining ," mining, commodities",2825.208
6194,1.7,76.0,None,United Kingdom,https://specials-images.forbesimg.com/imageserve/5a70f2e831358e4955ac11b0/416x416.jpg?background=000000&cropX1=80&cropX2=489&cropY1=0&cropY2=409,John Whittaker,Real Estate , real estate,2825.208
9992,1.5,66.0,None,United Kingdom,https://specials-images.forbesimg.com/imageserve/5a81618831358e4955ad3474/416x416.jpg?background=000000&cropX1=2&cropX2=963&cropY1=4&cropY2=964,Richard Desmond,Media & Entertainment , publishing,2825.208
1751,1.3,41.0,Male,United Kingdom,https://specials-images.forbesimg.com/imageserve/58a0dd82a7ea431f32195ac2/416x416.jpg?background=000000&cropX1=114&cropX2=674&cropY1=50&cropY2=611,Saket Burman,Food and Beverage , consumer goods,2825.208
6561,1.3,54.0,Male,United Kingdom,https://specials-images.forbesimg.com/imageserve/5a8155e131358e4955ad335a/416x416.jpg?background=000000&cropX1=946&cropX2=4715&cropY1=8&cropY2=3781,Charles Dunstone,Telecom , mobile phones,2825.208
9967,1.1,50.0,Male,United Kingdom,https://specials-images.forbesimg.com/imageserve/5a81626ca7ea4316901342e4/416x416.jpg?background=000000&cropX1=1011&cropX2=3349&cropY1=0&cropY2=2336,Simon Nixon,Technology , price comparison website,2825.208
5562,14.7,47.0,Male,France,https://specials-images.forbesimg.com/imageserve/4f21e64d970512f81a766649fb072f0d/416x416.jpg?background=000000&cropX1=3&cropX2=744&cropY1=2&cropY2=743,Emmanuel Besnier,Food and Beverage , cheese,2777.535
6332,13.0,67.0,Male,France,https://specials-images.forbesimg.com/imageserve/5a7df0a7a7ea431690131ba8/416x416.jpg?background=000000&cropX1=5&cropX2=2632&cropY1=235&cropY2=2861,Gerard Wertheimer,Fashion & Retail , Chanel,2777.535
4346,8.1,50.0,Male,France,https://specials-images.forbesimg.com/imageserve/5a7e01c7a7ea431690131cb2/416x416.jpg?background=000000&cropX1=0&cropX2=4044&cropY1=134&cropY2=4176,Xavier Niel,Telecom ," internet, telecom",2777.535
7167,7.4,66.0,None,France,https://specials-images.forbesimg.com/imageserve/5a7e00d831358e4955ad0b9f/416x416.jpg?background=000000&cropX1=521&cropX2=2885&cropY1=0&cropY2=2362,Vincent Bollore,Finance and Investments , investments,2777.535
3745,7.1,54.0,Male,France,https://specials-images.forbesimg.com/imageserve/5a7df44d31358e4955ad0a89/416x416.jpg?background=000000&cropX1=5&cropX2=1944&cropY1=112&cropY2=2053,Patrick Drahi,Telecom , telecom,2777.535
1896,7.0,81.0,Male,France,https://specials-images.forbesimg.com/imageserve/5a7df160a7ea431690131bc5/416x416.jpg?background=000000&cropX1=578&cropX2=2063&cropY1=3&cropY2=1489,Jacques Saade,Logistics , shipping,2777.535
6665,5.4,51.0,Male,France,https://specials-images.forbesimg.com/imageserve/5a953ea1a7ea434a0c275f32/416x416.jpg?background=000000&cropX1=756&cropX2=2664&cropY1=0&cropY2=1906,Jean-Michel Besnier,Food and Beverage , cheese,2777.535
1066,4.9,,Male,France,https://specials-images.forbesimg.com/imageserve/bd193087013752ba2761836aea9beace/416x416.jpg?background=000000&cropX1=2&cropX2=744&cropY1=5&cropY2=748,Martin & Olivier Bouygues,Construction & Engineering ," construction, media",2777.535
3620,4.0,79.0,Male,France,https://specials-images.forbesimg.com/imageserve/59dbce3ba7ea436b47b39bc9/416x416.jpg?background=000000&cropX1=1034&cropX2=2203&cropY1=148&cropY2=1317,Michel Leclercq,Fashion & Retail , sporting goods,2777.535
5586,3.0,54.0,Female,France,https://specials-images.forbesimg.com/imageserve/59dceda1a7ea436b47b3a61b/416x416.jpg?background=000000&cropX1=0&cropX2=2396&cropY1=146&cropY2=2542,Anne Beaufour,Healthcare , pharmaceuticals,2777.535
2901,2.9,82.0,Male,France,https://specials-images.forbesimg.com/imageserve/5a7df4bb4bbe6f2652f520f1/416x416.jpg?background=000000&cropX1=0&cropX2=3518&cropY1=607&cropY2=4128,Philippe Foriel-Destezet,Service , employment agency,2777.535
5787,2.8,75.0,Male,France,https://specials-images.forbesimg.com/imageserve/5a8ef1464bbe6f2652f638ad/416x416.jpg?background=000000&cropX1=11&cropX2=2573&cropY1=522&cropY2=3083,Nicolas Puech,Fashion & Retail , Hermes,2777.535
7808,2.6,54.0,None,France,https://specials-images.forbesimg.com/imageserve/5a7df101a7ea431690131bb5/416x416.jpg?background=000000&cropX1=675&cropX2=3508&cropY1=0&cropY2=2832,Gilles Martin,Healthcare , laboratory services,2777.535
4966,2.3,61.0,Male,France,https://specials-images.forbesimg.com/imageserve/58c70d5b4bbe6f0e55888018/416x416.jpg?background=000000&cropX1=108&cropX2=623&cropY1=76&cropY2=592,Bernard Fraisse,Healthcare , pharmaceuticals,2777.535
1397,1.9,80.0,None,France,https://specials-images.forbesimg.com/imageserve/5a7de9d14bbe6f2652f51fbf/416x416.jpg?background=000000&cropX1=139&cropX2=2043&cropY1=154&cropY2=2059,Charles Edelstenne,Manufacturing , aviation,2777.535
3777,1.8,70.0,None,France,https://specials-images.forbesimg.com/imageserve/5a7decc2a7ea431690131b46/416x416.jpg?background=000000&cropX1=380&cropX2=1180&cropY1=95&cropY2=896,Edouard Carmignac,Finance and Investments , asset management,2777.535
2673,1.8,86.0,Male,France,https://specials-images.forbesimg.com/imageserve/5a7deaa331358e4955ad09bf/416x416.jpg?background=000000&cropX1=48&cropX2=3744&cropY1=554&cropY2=4253,Clement Fayat,Construction & Engineering , construction,2777.535
7083,1.6,86.0,None,France,https://specials-images.forbesimg.com/imageserve/5a8143b84bbe6f2652f5470b/416x416.jpg?background=000000&cropX1=10&cropX2=2400&cropY1=306&cropY2=2696,Michel Chalhoub,Fashion & Retail , retail,2777.535
6847,14.0,68.0,None,Brazil,https://specials-images.forbesimg.com/imageserve/5a7b8dd54bbe6f2652f4f0fa/416x416.jpg?background=000000&cropX1=6&cropX2=1812&cropY1=862&cropY2=2667,Marcel Herrmann Telles,Food and Beverage , beer,1868.626
6705,12.0,70.0,Male,Brazil,https://specials-images.forbesimg.com/imageserve/5a8ddcfd4bbe6f2652f6287e/416x416.jpg?background=000000&cropX1=124&cropX2=661&cropY1=0&cropY2=537,Carlos Alberto Sicupira,Food and Beverage , beer,1868.626
9455,2.5,97.0,None,Brazil,https://specials-images.forbesimg.com/imageserve/58a655e331358e1a35ab8d1a/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=40&cropY2=784,Aloysio De Andrade Faria,Finance and Investments , banking,1868.626
2222,2.5,70.0,Male,Brazil,https://specials-images.forbesimg.com/imageserve/5a7b9864a7ea43169012f0e8/416x416.jpg?background=000000&cropX1=4&cropX2=2378&cropY1=86&cropY2=2460,Roberto Irineu Marinho,Media & Entertainment , media,1868.626
5443,2.4,49.0,None,Brazil,https://specials-images.forbesimg.com/imageserve/5a7b7b534bbe6f2652f4ee88/416x416.jpg?background=000000&cropX1=17&cropX2=2680&cropY1=6&cropY2=2667,Andre Esteves,Finance and Investments , banking,1868.626
3432,2.2,80.0,Female,Brazil,https://specials-images.forbesimg.com/imageserve/5a7b8ca54bbe6f2652f4f0ad/416x416.jpg?background=000000&cropX1=2101&cropX2=3749&cropY1=1188&cropY2=2836,Lia Maria Aguiar,Finance and Investments , banking,1868.626
8925,2.2,68.0,Male,Brazil,https://specials-images.forbesimg.com/imageserve/58a0f28031358e1a35ab39ff/416x416.jpg?background=000000&cropX1=196&cropX2=478&cropY1=292&cropY2=574,Alexandre Grendene Bartelle,Fashion & Retail , shoes,1868.626
6630,2.0,72.0,Male,Brazil,https://specials-images.forbesimg.com/imageserve/5a7b7e7fa7ea43169012eeaa/416x416.jpg?background=000000&cropX1=0&cropX2=2740&cropY1=22&cropY2=2760,Jayme Garfinkel,Finance and Investments , insurance,1868.626
5561,1.7,55.0,Male,Brazil,https://specials-images.forbesimg.com/imageserve/5a7b8d804bbe6f2652f4f0e9/416x416.jpg?background=000000&cropX1=4&cropX2=2000&cropY1=103&cropY2=2100,Liu Ming Chung,Manufacturing , paper manufacturing,1868.626
9390,1.6,64.0,Male,Brazil,https://specials-images.forbesimg.com/imageserve/56c619bce4b062f6b59a0c55/416x416.jpg?background=000000&cropX1=156&cropX2=692&cropY1=3&cropY2=540,Lirio Parisotto,Finance and Investments , investments,1868.626
4041,1.5,,Male,Brazil,https://specials-images.forbesimg.com/imageserve/5a7d285331358e4955acfe2b/416x416.jpg?background=000000&cropX1=1821&cropX2=5472&cropY1=0&cropY2=3648,Jose Joao Abdalla Filho,Finance and Investments , investments,1868.626
6078,1.4,68.0,Male,Brazil,https://specials-images.forbesimg.com/imageserve/5a7b99144bbe6f2652f4f1ec/416x416.jpg?background=000000&cropX1=2137&cropX2=5492&cropY1=24&cropY2=3377,Rubens Ometto Silveira Mello,Energy ," sugar, ethanol",1868.626
1883,1.0,60.0,Male,Brazil,https://specials-images.forbesimg.com/imageserve/5a7b8e8ea7ea43169012f07e/416x416.jpg?background=000000&cropX1=307&cropX2=843&cropY1=812&cropY2=1349,Maurizio Billi,Healthcare , generic drugs,1868.626
2408,12.1,85.0,Male,Colombia,https://specials-images.forbesimg.com/imageserve/5a7dcba04bbe6f2652f51b84/416x416.jpg?background=000000&cropX1=182&cropX2=1680&cropY1=87&cropY2=1584,Luis Carlos Sarmiento,Finance and Investments , banking,330.228
6673,9.4,68.0,Male,Israel,https://specials-images.forbesimg.com/imageserve/56d45a75e4b0c144a7f67b14/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=2&cropY2=746,Eyal Ofer,Diversified ," real estate, shipping",369.69
1540,3.7,69.0,Male,Israel,https://specials-images.forbesimg.com/imageserve/5a7f7ee0a7ea431690132df9/416x416.jpg?background=000000&cropX1=634&cropX2=2310&cropY1=0&cropY2=1675,Yitzhak Tshuva,Real Estate , real estate,369.69
4352,3.4,63.0,Male,Israel,https://specials-images.forbesimg.com/imageserve/58a2357231358e1a35ab4fc2/416x416.jpg?background=000000&cropX1=81&cropX2=566&cropY1=77&cropY2=562,Shaul Shani,Telecom , telecom,369.69
2621,2.5,39.0,None,Israel,https://specials-images.forbesimg.com/imageserve/59161463a7ea434078d3f359/416x416.jpg?background=000000&cropX1=124&cropX2=2510&cropY1=481&cropY2=2868,Adam Neumann,Real Estate , WeWork,369.69
6790,2.3,64.0,Male,Israel,https://specials-images.forbesimg.com/imageserve/5a7f7a2931358e4955ad1d10/416x416.jpg?background=000000&cropX1=880&cropX2=3526&cropY1=6&cropY2=2650,Alexander Machkevich,Metals & Mining ," mining, metals",369.69
2304,1.6,52.0,Male,Israel,https://specials-images.forbesimg.com/imageserve/5a7f7cdea7ea431690132df2/416x416.jpg?background=000000&cropX1=154&cropX2=989&cropY1=2&cropY2=837,Marius Nacht,Technology , software,369.69
1457,1.2,44.0,None,Israel,https://specials-images.forbesimg.com/imageserve/0075a36cf9d5d678480cdc4d8d4e2cbe/416x416.jpg?background=000000&cropX1=177&cropX2=639&cropY1=3&cropY2=465,Dan Gertler,Metals & Mining , mining,369.69
9782,1.1,64.0,Female,Israel,https://specials-images.forbesimg.com/imageserve/58b87439a7ea431f321a7a5f/416x416.jpg?background=000000&cropX1=111&cropX2=681&cropY1=15&cropY2=585,Liora Ofer,Finance and Investments , investments,369.69
9124,9.3,77.0,,Switzerland,https://specials-images.forbesimg.com/imageserve/5a8125d531358e4955ad310c/416x416.jpg?background=000000&cropX1=171&cropX2=1996&cropY1=176&cropY2=2002,Gianluigi & Rafaela Aponte,Logistics , Shipping,705.5010000000001
7690,7.1,,,Switzerland,https://specials-images.forbesimg.com/imageserve/5a812de74bbe6f2652f5465b/416x416.jpg?background=000000&cropX1=916&cropX2=3658&cropY1=223&cropY2=2964,Willi & Isolde Liebherr,Construction & Engineering , Construction,705.5010000000001
2460,5.7,83.0,Male,Switzerland,https://specials-images.forbesimg.com/imageserve/5a81269031358e4955ad311c/416x416.jpg?background=000000&cropX1=127&cropX2=984&cropY1=71&cropY2=928,Hansjoerg Wyss,Healthcare , medical devices,705.5010000000001
6197,5.5,49.0,Female,Switzerland,https://specials-images.forbesimg.com/imageserve/5a8127ec31358e4955ad3131/416x416.jpg?background=000000&cropX1=33&cropX2=1496&cropY1=51&cropY2=1513,Magdalena Martullo-Blocher,Manufacturing , chemicals,705.5010000000001
5144,2.5,70.0,Male,Switzerland,https://specials-images.forbesimg.com/imageserve/58a2932931358e1a35ab549d/416x416.jpg?background=000000&cropX1=21&cropX2=744&cropY1=58&cropY2=782,Stephan Schmidheiny,Finance and Investments , investments,705.5010000000001
8763,2.4,53.0,Male,Switzerland,https://specials-images.forbesimg.com/imageserve/413522d9d9bee09400dc7128d02fff17/416x416.jpg?background=000000&cropX1=124&cropX2=736&cropY1=5&cropY2=617,Marcel Erni,Finance and Investments , private equity,705.5010000000001
4092,2.4,50.0,None,Switzerland,https://specials-images.forbesimg.com/imageserve/5a81234e4bbe6f2652f54602/416x416.jpg?background=000000&cropX1=726&cropX2=4430&cropY1=0&cropY2=3702,Alfred Gantner,Finance and Investments , private equity,705.5010000000001
9779,1.9,54.0,Male,Switzerland,https://specials-images.forbesimg.com/imageserve/5a8123ab4bbe6f2652f54614/416x416.jpg?background=000000&cropX1=484&cropX2=2473&cropY1=4&cropY2=1991,Benjamin De Rothschild,Finance and Investments , banking,705.5010000000001
6134,1.4,44.0,Male,Switzerland,https://specials-images.forbesimg.com/imageserve/55006594e4b095aa68c82ad0/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=11&cropY2=755,Gary Fegel,Metals & Mining ," commodities, investments",705.5010000000001
6664,1.3,47.0,None,Switzerland,https://specials-images.forbesimg.com/imageserve/58a65e8b4bbe6f0e55870188/416x416.jpg?background=000000&cropX1=3&cropX2=744&cropY1=87&cropY2=828,Markus Blocher,Manufacturing , chemicals,705.5010000000001
5704,8.3,90.0,Male,Canada,https://specials-images.forbesimg.com/imageserve/4aefd4e17127f22e99276538b33c157d/416x416.jpg?background=000000&cropX1=3&cropX2=744&cropY1=6&cropY2=747,James Irving,Diversified , diversified,1712.51
5329,6.0,67.0,Male,Canada,https://specials-images.forbesimg.com/imageserve/5a676a6331358e4955ab6cf1/416x416.jpg?background=000000&cropX1=67&cropX2=347&cropY1=0&cropY2=280,David Cheriton,Technology , Google,1712.51
2171,4.8,44.0,Male,Canada,https://specials-images.forbesimg.com/imageserve/722e3047dfe2159900cf97ce4b7468d8/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=21&cropY2=765,Mark Scheinberg,Gambling & Casinos , online gambling,1712.51
5596,3.5,88.0,Male,Canada,https://specials-images.forbesimg.com/imageserve/5a7ba14f31358e4955ace08e/416x416.jpg?background=000000&cropX1=2&cropX2=542&cropY1=70&cropY2=610,Arthur Irving,Energy , oil,1712.51
4689,3.1,56.0,None,Canada,https://specials-images.forbesimg.com/imageserve/5a7ba6754bbe6f2652f4f2d4/416x416.jpg?background=000000&cropX1=5&cropX2=1064&cropY1=87&cropY2=1147,Daryl Katz,Diversified , pharmacies,1712.51
4998,2.7,58.0,Male,Canada,https://specials-images.forbesimg.com/imageserve/5a7bb008a7ea43169012f2a6/416x416.jpg?background=000000&cropX1=0&cropX2=3068&cropY1=500&cropY2=3570,Lawrence Stroll,Fashion & Retail , fashion investments,1712.51
7318,2.6,72.0,Male,Canada,https://specials-images.forbesimg.com/imageserve/ed24ab436c3c663da00f7fb579f7b55b/416x416.jpg?background=000000&cropX1=113&cropX2=607&cropY1=44&cropY2=539,Robert Miller,Technology , electronics components,1712.51
1029,2.4,56.0,None,Canada,https://specials-images.forbesimg.com/imageserve/5a7bb1184bbe6f2652f4f38a/416x416.jpg?background=000000&cropX1=14&cropX2=2141&cropY1=478&cropY2=2607,Mitchell Goldhar,Real Estate , real estate,1712.51
6896,2.1,77.0,None,Canada,https://specials-images.forbesimg.com/imageserve/58a241814bbe6f0e5586b932/416x416.jpg?background=000000&cropX1=2&cropX2=744&cropY1=345&cropY2=1088,Bob Gaglardi,Real Estate , hotels,1712.51
9405,1.8,76.0,Male,Canada,https://specials-images.forbesimg.com/imageserve/5a7bab08a7ea43169012f229/416x416.jpg?background=000000&cropX1=6&cropX2=2804&cropY1=789&cropY2=3589,Gerald Schwartz,Finance and Investments , finance,1712.51
1723,1.7,97.0,Male,Canada,https://specials-images.forbesimg.com/imageserve/8964ef9dd183045cdef3fd2512c9ed22/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=2&cropY2=746,Marcel Adams,Real Estate , real estate,1712.51
8235,1.5,86.0,None,Canada,https://specials-images.forbesimg.com/imageserve/56c65371e4b062f6b59a0fb1/416x416.jpg?background=000000&cropX1=2&cropX2=744&cropY1=3&cropY2=746,Hal Jackman,Finance and Investments ," insurance, investments",1712.51
6659,1.4,87.0,None,Canada,https://specials-images.forbesimg.com/imageserve/0db819f7289a271d3db827cc74b82440/416x416.jpg?background=000000&cropX1=56&cropX2=539&cropY1=155&cropY2=638,Ronald Joyce,Food and Beverage , coffee chain,1712.51
1131,1.3,53.0,None,Canada,https://specials-images.forbesimg.com/imageserve/5a7ba2fa31358e4955ace091/416x416.jpg?background=000000&cropX1=248&cropX2=1918&cropY1=127&cropY2=1798,Bruce Flatt,Finance and Investments , money management,1712.51
2368,1.0,77.0,None,Canada,https://specials-images.forbesimg.com/imageserve/5a7bad2b31358e4955ace1c2/416x416.jpg?background=000000&cropX1=776&cropX2=1727&cropY1=390&cropY2=1342,Jack Cockwell,Finance and Investments ," Real Estate, Private Equity",1712.51
7695,1.0,75.0,Male,Canada,https://specials-images.forbesimg.com/imageserve/591c59444bbe6f1b730a5366/416x416.jpg?background=000000&cropX1=408&cropX2=1184&cropY1=176&cropY2=952,Lawrence Rossy,Fashion & Retail , dollar stores,1712.51
3784,8.2,71.0,None,Sweden,https://specials-images.forbesimg.com/imageserve/58a289fba7ea431f32197661/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=203&cropY2=947,Melker Schorling,Finance and Investments , investments,551.0319999999999
5947,6.6,63.0,Male,Sweden,https://specials-images.forbesimg.com/imageserve/58a285984bbe6f0e5586bbff/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=61&cropY2=805,Finn Rausing,Food and Beverage , packaging,551.0319999999999
5702,6.3,74.0,Female,Sweden,https://specials-images.forbesimg.com/imageserve/5a811abd4bbe6f2652f545ab/416x416.jpg?background=000000&cropX1=42&cropX2=1017&cropY1=87&cropY2=1063,Antonia Johnson,Diversified , diversified,551.0319999999999
4840,6.0,71.0,Male,Sweden,https://specials-images.forbesimg.com/imageserve/d201191c67a794148183778ea76d7076/416x416.jpg?background=000000&cropX1=34&cropX2=677&cropY1=82&cropY2=725,Dan Olsson,Diversified , diversified,551.0319999999999
9248,4.1,66.0,Male,Sweden,https://specials-images.forbesimg.com/imageserve/6248eb20b6c73f87e3007caee7047f26/416x416.jpg?background=000000&cropX1=71&cropX2=744&cropY1=0&cropY2=674,Carl Bennet,Finance and Investments , investments,551.0319999999999
9222,2.6,64.0,Male,Sweden,https://specials-images.forbesimg.com/imageserve/5a81228631358e4955ad30ff/416x416.jpg?background=000000&cropX1=0&cropX2=1521&cropY1=111&cropY2=1632,Torbjorn Tornqvist,Energy , oil trading,551.0319999999999
9603,2.5,69.0,Female,Sweden,https://specials-images.forbesimg.com/imageserve/5a811f62a7ea4316901340b1/416x416.jpg?background=000000&cropX1=275&cropX2=1245&cropY1=172&cropY2=1142,Lottie Tham,Fashion & Retail , H&M,551.0319999999999
3669,1.6,43.0,Male,Sweden,https://specials-images.forbesimg.com/imageserve/5a811eb031358e4955ad30f7/416x416.jpg?background=000000&cropX1=8&cropX2=3707&cropY1=16&cropY2=3712,Karl-Johan Persson,Fashion & Retail , H&M,551.0319999999999
2946,1.2,76.0,Male,Sweden,https://specials-images.forbesimg.com/imageserve/5a811bdb31358e4955ad30e2/416x416.jpg?background=000000&cropX1=0&cropX2=1918&cropY1=8&cropY2=1927,Erik Paulsson,Real Estate ," construction, real estate",551.0319999999999
9734,1.1,47.0,None,Sweden,https://specials-images.forbesimg.com/imageserve/5a7cd16631358e4955acfa40/416x416.jpg?background=000000&cropX1=459&cropX2=3130&cropY1=11&cropY2=2684,Jenny Lindén Urnes,Manufacturing , powdered metal,551.0319999999999
